qa_id,entity_type,entity_id,severity,issue_type,issue,recommended_action,status
QA-8AB9E508A8,Product,PRD-76C2832C18,Medium,Current U.S. availability,Richard Wolf 15023205 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-DA1CD2B101,Product,PRD-77145058F8,Medium,Production readiness verification,Olympus NA-411D-1521 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-25D77007E5,Product,PRD-771F462726,Medium,Production readiness verification,Merit Medical P10L20 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-2BC2BDE29F,Product,PRD-77C1FEFC4F,Medium,Production readiness verification,Merit Medical 4992301 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-5094D585EC,Product,PRD-79E356AFDC,Medium,Current U.S. availability,Karl Storz 10370U is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-B31011BD29,Product,PRD-7A1E356519,Medium,Production readiness verification,Novatech 94011S is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-D9DBC0B414,Product,PRD-7A4AE2E955,Medium,Current U.S. availability,Micro-Tech Endoscopy ST02-334-16.060 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-B6FCDCCA4A,Product,PRD-7A57FE10A2,Medium,Current U.S. availability,Karl Storz 10371LL is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-1FA603D007,Product,PRD-7B30A285F1,Medium,Production readiness verification,Novatech 02BRT30498 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-5D22E91D31,Product,PRD-7B69AB81B4,Medium,Current U.S. availability,Richard Wolf 8214.0841 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-3302C3C632,Product,PRD-7BC31438E7,Medium,Current U.S. availability,Karl Storz 10367H is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-4E26E9D88B,Product,PRD-7C4A3CE094,Medium,Production readiness verification,Novatech 02841S is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-57AF064A08,Product,PRD-7C4B36F5CB,Medium,Production readiness verification,Novatech 03781S is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-F7BA8B4459,Product,PRD-7C8F860816,Medium,Production readiness verification,Olympus BCV1-M2 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-5D0D8F9508,Product,PRD-7C94BF3D70,Medium,Production readiness verification,Novatech 03261S is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-39A14CC898,Product,PRD-7CAB35AC24,Medium,Production readiness verification,Merit Medical ENDO-VAC30-SC is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-725F35A58E,Product,PRD-7CDBD7C74A,Medium,Current U.S. availability,Richard Wolf 825630546 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-5A35B1F145,Product,PRD-7E601C1D9F,Medium,Production readiness verification,Olympus NA-411D-1321 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-D955EDE9E4,Product,PRD-7E7BC96506,Medium,Current U.S. availability,Richard Wolf 8906.051 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-1FA9C55DDA,Product,PRD-7E9D9CEC94,Medium,Current U.S. availability,Richard Wolf 82340014 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-DD5199B850,Product,PRD-7EAB3D4582,Medium,Current U.S. availability,Richard Wolf 82530.0605 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-45DE1049E3,Product,PRD-7ED371400F,Medium,Production readiness verification,Merit Medical P12L55 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-1FC8682A45,Product,PRD-7F94CAD8E8,Medium,Current U.S. availability,Richard Wolf 8464.64 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-59EDEFD6C0,Product,PRD-7F97F4EC47,Medium,Production readiness verification,Merit Medical BRC-BAL-INT-SL is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-DBEDACBD06,Product,PRD-8106E78F85,Medium,Current U.S. availability,Olympus K10029894 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-29C9DDF07F,Product,PRD-81331808E3,Medium,Production readiness verification,Boston Scientific M00516011 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-52D5F6EDA4,Product,PRD-81D89E1E76,Medium,Production readiness verification,Novatech 03681FS is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-D2662136B5,Product,PRD-81DDCD50B9,Medium,Current U.S. availability,Karl Storz 10387B is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-A556CBCE42,Product,PRD-81E1C78F57,Medium,Production readiness verification,Novatech 03121S is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-A643EEC091,Product,PRD-825B745D18,Medium,Current U.S. availability,Karl Storz 10390BN is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-34545C7A4F,Product,PRD-8287E5FFEF,Medium,Current U.S. availability,Richard Wolf 8919.351 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-6DACCB8E66,Product,PRD-82C2B15804,Medium,Production readiness verification,Merit Medical 4991503 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-75AC49DA2B,Product,PRD-83292E8BA3,Medium,Production readiness verification,Novatech 03341FS is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
